GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,TbChooseTitleUid:System.Windows.Controls.TextBlock.$Content,Text,True,True,,
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,TbChooseTitleUid:System.Windows.FrameworkElement.HorizontalAlignment,None,False,True,,Left
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,TbChooseTitleUid:System.Windows.FrameworkElement.Margin,None,False,True,,"0,10,0,0"
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,TbChooseTitleUid:System.Windows.Controls.TextBlock.Padding,None,False,True,,"10,2"
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,TbChooseTitleUid:System.Windows.Controls.TextBlock.TextAlignment,None,False,True,,Center
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,TbChooseTitleUid:System.Windows.Controls.TextBlock.FontFamily,Font,True,True,,/GTA6Game\;component/Assets/Fonts/\#Pricedown Bl
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,TbChooseTitleUid:System.Windows.Controls.TextBlock.TextWrapping,None,False,True,,Wrap
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,TbChooseTitleUid:System.Windows.Controls.TextBlock.Foreground,None,False,True,,\#FFFFFFFF
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,TbChooseTitleUid:System.Windows.Controls.TextBlock.FontSize,None,True,True,,50
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,TbChooseTitleUid:System.Windows.Controls.TextBlock.Text,Text,True,True,,KüLdetés kiváLasztása
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,TbChooseTitleUid:System.Windows.FrameworkElement.VerticalAlignment,None,False,True,,Top
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,TbChooseTitleUid:System.Windows.UIElement.OpacityMask,None,False,True,,\#FFE02929
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,TbChooseTitleUid:System.Windows.FrameworkElement.Width,None,False,True,,1200
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,TbChooseTitleUid:System.Windows.FrameworkElement.Height,None,False,True,,69
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,Tb1MissionTitleUid:System.Windows.Controls.TextBlock.$Content,Text,True,True,,
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,Tb1MissionTitleUid:System.Windows.FrameworkElement.HorizontalAlignment,None,False,True,,Center
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,Tb1MissionTitleUid:System.Windows.FrameworkElement.Margin,None,False,True,,"0,45,0,0"
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,Tb1MissionTitleUid:System.Windows.Controls.TextBlock.TextWrapping,None,False,True,,Wrap
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,Tb1MissionTitleUid:System.Windows.Controls.TextBlock.Foreground,None,False,True,,\#FF2B2C2E
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,Tb1MissionTitleUid:System.Windows.Controls.TextBlock.Text,Text,True,True,,Lődd le Antonió Martinit!
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,Tb1MissionTitleUid:System.Windows.Controls.TextBlock.TextAlignment,None,False,True,,Center
GTA6Game.g.hu-HU.resources:minigameselectionpage.baml,Tb1MissionTitleUid:System.Windows.Controls.TextBlock.FontSize,None,True,True,,24
